operador,linea,servicio,tipo_traccion,trenes_km,coches_km,trenes_programados,trenes_cancelados,trenes_corridos,trenes_puntuales,trenes_atrasados,regularidad_absoluta,regularidad_relativa,cumplimiento_programa,pax_pagos,pax_dia_habil,ocupacion_media,pax_km,recaudacion_pesos,tarifa_media_pesos,km_linea,estaciones,observaciones,sin_programa,periodo,tasa_cancelacion
SOFSE,Roca,ROC - Plaza Constitución-Ezeiza (e),Eléctrico,137528.64,962700.4800000001,4474.0,234.0,4240.0,4047.0,193.0,0.9045596781403665,0.9544811320754717,0.9476978095663835,3261477.7469556974,125538.0195133063,63.69144185195286,61315781.64276712,,,32.436,15.0,,False,2017-12-01,0.0523
SOFSE,Roca,ROC - Plaza Constitución-Glew-Korn (e),Eléctrico,184315.98,1290211.86,5078.0,410.0,4668.0,4187.0,481.0,0.8245372193777077,0.8969580119965724,0.9192595510043324,4857109.675321634,186955.72268366566,85.45603481725945,110256389.62980108,,,39.485,15.0,,False,2017-12-01,0.0807
SOFSE,Roca,ROC - Plaza Constitución-La Plata (e),Eléctrico,184187.32799999998,1289311.2959999999,3809.0,321.0,3488.0,3348.0,140.0,0.8789708584930428,0.9598623853211009,0.915725912312943,2246847.355058071,86483.73191139611,41.47560578758949,53474967.05038209,,,52.806,19.0,,False,2017-12-01,0.0843
SOFSE,Roca,ROC - Plaza Constitución-Temperley-Bosques (vía Temperley) (e),Eléctrico,120737.92900000002,845165.5030000001,3945.0,344.0,3601.0,3270.0,331.0,0.8288973384030418,0.9080810885865037,0.9128010139416983,2239915.222664597,86216.90618416462,63.60643584378564,53757965.34395033,,,33.529,16.0,,False,2017-12-01,0.0872
SOFSE,Roca,ROC - Temperley-Haedo (d),Diésel,14854.266,44562.797999999995,620.0,53.0,567.0,538.0,29.0,0.867741935483871,0.9488536155202821,0.9145161290322581,3178.0,122.32486528098538,1.0839893850471418,48305.6,,,26.198,11.0,,False,2017-12-01,0.0855
SOFSE,San Martín,SM - Retiro-Pilar-Dr. Cabred (d),Diésel,215975.0,1490227.5,5750.0,1675.0,4075.0,2945.0,1130.0,0.5121739130434783,0.7226993865030675,0.7086956521739131,3745300.0,144550.3666538016,57.804529845275304,86141900.0,16379630.0,4.373382639574934,72.3,22.0,,False,2017-12-01,0.2913
SOFSE,Sarmiento,SAR - Merlo-Lobos (d),Diésel,38958.0,116874.0,1041.0,135.0,906.0,655.0,251.0,0.6292026897214217,0.7229580573951435,0.8703170028818443,0.0,0.0,0.0,0.0,,,71.50515999999999,12.0,,False,2017-12-01,0.1297
SOFSE,Sarmiento,SAR - Moreno-Mercedes (d),Diésel,42918.0,128754.0,1081.0,148.0,933.0,633.0,300.0,0.5855689176688251,0.6784565916398714,0.8630897317298798,0.0,0.0,0.0,0.0,,,61.761750000000006,14.0,,False,2017-12-01,0.1369
SOFSE,Sarmiento,SAR - Once-Moreno (e),Eléctrico,221749.509,1995745.581,6656.0,561.0,6095.0,4914.0,1181.0,0.73828125,0.8062346185397867,0.9157151442307693,5500522.0,216045.64021995285,49.610229351173,99009396.0,24305582.180000003,4.418777377856139,36.3822,16.0,,False,2017-12-01,0.0843
SOFSE,Tren de la Costa,TDC - Maipú-Delta (e),Eléctrico,28626.300000000003,57252.600000000006,1918.0,47.0,1871.0,1783.0,88.0,0.929614181438999,0.9529663281667557,0.9754953076120959,65697.0,,11.474937382756416,656970.0,789581.0,12.018524437949983,15.3,11.0,,False,2017-12-01,0.0245
Metrovias S.A.,Urquiza,URQ - Federico Lacroze-Gral. Lemos (e),Eléctrico,113312.601,679875.6059999999,4538.0,125.0,4413.0,3876.0,537.0,0.8541207580431909,0.8783140720598233,0.9724548259144998,1912123.0,77728.57723577235,51.23196605567726,34831363.968675,4883471.99,2.5539528524054154,25.677,23.0,,False,2017-12-01,0.0275
Ferrovías S.A.C.,Belgrano Norte,BN - Retiro-Villa Rosa (d),Diésel,203414.1,1457576.6,4798.0,238.0,4560.0,3029.0,1531.0,0.6313047102959567,0.6642543859649123,0.9503959983326385,2104353.0,80013.42205323193,36.584221385003026,53324305.02,5730015.369999999,2.722934493404861,51.944,22.0,,False,2018-01-01,0.0496
SOFSE,Belgrano Sur,BS - Buenos Aires-González Catán (d),Diésel,100474.23000000001,602845.3800000001,3373.0,82.0,3291.0,3187.0,104.0,0.9448562110880522,0.9683986630203586,0.9756892973613993,1070712.0,38198.787013913665,31.43692069100703,18951602.4,2542080.029769771,2.374195889996349,30.53,14.0,,False,2018-01-01,0.0243
SOFSE,Belgrano Sur,BS - Buenos Aires-Marinos del Crucero Gral. Belgrano (d),Diésel,63364.42500000001,316822.12500000006,1747.0,22.0,1725.0,1601.0,124.0,0.9164281625643961,0.9281159420289855,0.9874069834001145,133587.0,4765.858009275776,6.746347023586183,2137392.0,303767.6202302281,2.27393099800301,36.733000000000004,17.0,,False,2018-01-01,0.0126
SOFSE,Mitre,MIT - Retiro-Bartolomé Mitre (e),Eléctrico,34079.256,204475.53600000002,2046.0,34.0,2012.0,1792.0,220.0,0.8758553274682307,0.8906560636182903,0.9833822091886608,180619.0,6767.291120269763,12.366594309844478,2528666.0,783519.7499999999,4.337969704183944,16.938,11.0,,False,2018-01-01,0.0166
SOFSE,Mitre,MIT - Retiro-José León Suárez (e),Eléctrico,84236.02,505416.12,3806.0,66.0,3740.0,3558.0,182.0,0.9348397267472413,0.9513368983957219,0.9826589595375722,1934114.0,72465.86736605469,61.22840719840911,30945824.0,7951929.350000001,4.11140674748231,22.523,15.0,,False,2018-01-01,0.0173
SOFSE,Mitre,MIT - Retiro-Tigre (e),Eléctrico,103114.22,618685.3200000001,4204.0,552.0,3652.0,3540.0,112.0,0.8420551855375833,0.9693318729463308,0.8686964795432921,2562039.0,95992.46908954665,74.5398355338381,46116702.0,11594923.889999999,4.525662525043529,28.235,17.0,,False,2018-01-01,0.1313
SOFSE,Mitre,MIT - Victoria-Capilla del Señor (d),Diésel,19064.18,38128.36,747.0,412.0,335.0,191.0,144.0,0.2556894243641232,0.5701492537313433,0.4484605087014726,4677.0,175.23417010116148,3.5572733786609234,135633.0,13443.62,2.8744109471883688,56.908,10.0,,False,2018-01-01,0.5515
SOFSE,Mitre,MIT - Villa Ballester-Zárate (d),Diésel,29524.512000000002,59049.024000000005,422.0,14.0,408.0,308.0,100.0,0.7298578199052133,0.7549019607843137,0.966824644549763,5074.0,190.10865492693893,2.4919294178342386,147146.0,16972.96,3.3450847457627115,72.364,12.0,,False,2018-01-01,0.0332
SOFSE,Roca,ROC - Alejandro Korn-Chascomús (d),Diésel,18478.285,55434.854999999996,242.0,3.0,239.0,226.0,13.0,0.9338842975206612,0.9456066945606695,0.987603305785124,10162.0,372.3708318065226,5.389439550261294,298762.8,,,77.315,7.0,,False,2018-01-01,0.0124
SOFSE,Roca,ROC - Bosques-Gutiérrez (d),Diésel,4990.447999999993,14971.34399999998,1142.0,6.0,1136.0,1127.0,9.0,0.9868651488616462,0.9920774647887324,0.9947460595446584,23642.0,866.324661048003,6.158685552880232,92203.8,,,4.392999999999994,3.0,,False,2018-01-01,0.0053
SOFSE,Roca,ROC - Ezeiza-Cañuelas (d),Diésel,42207.08400000001,126621.25200000004,1357.0,25.0,1332.0,1311.0,21.0,0.9661016949152542,0.9842342342342343,0.9815770081061165,74786.0,2740.417735434225,11.399111738367582,1443369.8,,,31.687000000000005,10.0,,False,2018-01-01,0.0184
SOFSE,Roca,ROC - Plaza Constitución-Bosques (Vía Quilmes) (e),Eléctrico,0.0,,,,,,,,,,56671.0,2076.6214730670577,,991742.5,,,32.085,16.0,Los pasajeros se transportaron por BUS,True,2018-01-01,
SOFSE,Roca,ROC - Plaza Constitución-Ezeiza (e),Eléctrico,148459.572,1039217.004,4646.0,69.0,4577.0,4382.0,195.0,0.943176926388291,0.9573956740222853,0.9851485148514851,3329705.6191948913,122011.93181366404,60.23618301078527,62598465.64086396,,,32.436,15.0,,False,2018-01-01,0.0149
SOFSE,Roca,ROC - Plaza Constitución-Glew-Korn (e),Eléctrico,202400.11,1416800.77,5356.0,230.0,5126.0,4576.0,550.0,0.8543689320388349,0.8927038626609443,0.957057505601195,4711320.301613137,172639.0729795946,75.48483393795601,106946970.8466182,,,39.485,15.0,,False,2018-01-01,0.0429
SOFSE,Roca,ROC - Plaza Constitución-La Plata (e),Eléctrico,194590.11,1362130.77,3881.0,196.0,3685.0,3177.0,508.0,0.8186034527183715,0.8621438263229309,0.9494975521772739,1940127.6721619926,71092.98908618515,33.89912306103725,46175038.59745543,,,52.806,19.0,,False,2018-01-01,0.0505
SOFSE,Roca,ROC - Plaza Constitución-Temperley-Bosques (vía Temperley) (e),Eléctrico,132506.608,927546.256,4084.0,132.0,3952.0,3557.0,395.0,0.8709598432908913,0.9000506072874493,0.9676787463271302,2218802.407029979,81304.59534737922,57.41089182803999,53251257.768719494,,,33.529,16.0,,False,2018-01-01,0.0323
SOFSE,Roca,ROC - Temperley-Haedo (d),Diésel,15378.226,46134.678,620.0,33.0,587.0,557.0,30.0,0.8983870967741936,0.948892674616695,0.9467741935483871,3490.0,127.88567240747527,1.1498508779014345,53048.0,,,26.198,11.0,,False,2018-01-01,0.0532
SOFSE,San Martín,SM - Retiro-Pilar-Dr. Cabred (d),Diésel,237228.0,1636873.2000000002,5560.0,1084.0,4476.0,3109.0,1367.0,0.5591726618705036,0.6945933869526363,0.8050359712230216,2730318.0,100231.9383259912,38.36418972465307,62797314.0,11773234.249999996,4.312037736996202,72.3,22.0,,False,2018-01-01,0.195
SOFSE,Sarmiento,SAR - Merlo-Lobos (d),Diésel,41968.0,125904.0,1076.0,100.0,976.0,803.0,173.0,0.7462825278810409,0.8227459016393442,0.9070631970260223,54734.0,2031.7000742390499,12.607113356207904,1587286.0,152672.02000000002,2.789345196769833,71.50515999999999,12.0,,False,2018-01-01,0.0929
SOFSE,Sarmiento,SAR - Moreno-Mercedes (d),Diésel,45954.0,137862.0,1096.0,97.0,999.0,741.0,258.0,0.676094890510949,0.7417417417417418,0.9114963503649635,5142.0,190.86859688195992,1.08164686425556,149118.0,20678.88,4.021563593932322,61.761750000000006,14.0,,False,2018-01-01,0.0885
SOFSE,Sarmiento,SAR - Once-Moreno (e),Eléctrico,242669.27399999998,2184023.466,6997.0,327.0,6670.0,6085.0,585.0,0.8696584250393026,0.9122938530734632,0.9532656852936973,5476523.0,203285.93170007426,45.13569361072057,98577414.0,24313644.029999997,4.439613241832454,36.3822,16.0,,False,2018-01-01,0.0467
SOFSE,Tren de la Costa,TDC - Maipú-Delta (e),Eléctrico,28626.300000000003,57252.600000000006,1888.0,17.0,1871.0,1768.0,103.0,0.9364406779661016,0.9449492250133619,0.9909957627118644,79714.0,,13.923210474284136,797140.0,907102.0,11.379456557191961,15.3,11.0,,False,2018-01-01,0.009
Metrovias S.A.,Urquiza,URQ - Federico Lacroze-Gral. Lemos (e),Eléctrico,116573.58,699441.48,4602.0,62.0,4540.0,4279.0,261.0,0.929813124728379,0.9425110132158591,0.9865275966970882,2054571.0,78120.57034220532,53.66112008484256,37532813.2506,5262224.08,2.5612276626118056,25.677,23.0,,False,2018-01-01,0.0135
Ferrovías S.A.C.,Belgrano Norte,BN - Retiro-Villa Rosa (d),Diésel,181280.8,1287280.4,4242.0,145.0,4097.0,2849.0,1248.0,0.6716171617161716,0.6953868684403222,0.9658180103724658,2136160.0,94520.35398230088,41.2535898161737,53104937.6,6683963.85,3.1289621797992657,51.944,22.0,,False,2018-02-01,0.0342
SOFSE,Belgrano Sur,BS - Buenos Aires-González Catán (d),Diésel,88811.77,532870.62,2992.0,83.0,2909.0,2812.0,97.0,0.9398395721925134,0.9666552079752492,0.9722593582887701,933856.0,37992.51423921887,31.01925792043104,16529251.2,2474248.6622501137,2.6494969912385997,30.53,14.0,Aumento de Tarifas 01/02/2018 (Res. 77-E/2018),False,2018-02-01,0.0277
SOFSE,Belgrano Sur,BS - Buenos Aires-Marinos del Crucero Gral. Belgrano (d),Diésel,53813.84500000001,269069.22500000003,1572.0,107.0,1465.0,1343.0,122.0,0.8543256997455471,0.9167235494880546,0.9319338422391857,151866.0,6178.437754271765,9.030597980872765,2429856.0,417460.34774988744,2.7488730048192975,36.733000000000004,17.0,Aumento de Tarifas 01/02/2018 (Res. 77-E/2018),False,2018-02-01,0.0681
SOFSE,Belgrano Sur,BS - Kilómetro 12-Libertad (d),Diésel,,,,,,,,,,,869.0,35.35394629780309,,,,,,,,True,2018-02-01,
SOFSE,Mitre,MIT - Retiro-Bartolomé Mitre (e),Eléctrico,30945.726,185674.356,1848.0,21.0,1827.0,1498.0,329.0,0.8106060606060606,0.8199233716475096,0.9886363636363636,166673.0,7227.797051170859,12.56728204297636,2333422.0,944563.73,5.667167027652949,16.938,11.0,,False,2018-02-01,0.0114
SOFSE,Mitre,MIT - Retiro-José León Suárez (e),Eléctrico,76240.355,457442.13,3404.0,19.0,3385.0,3089.0,296.0,0.9074618096357226,0.9125553914327917,0.9944183313748531,1956500.0,84843.8855160451,68.43269989145949,31304000.0,9171867.550000003,4.687895502172248,22.523,15.0,,False,2018-02-01,0.0056
SOFSE,Mitre,MIT - Retiro-Tigre (e),Eléctrico,71632.19499999999,429793.1699999999,3756.0,1219.0,2537.0,2244.0,293.0,0.597444089456869,0.8845092629089476,0.6754526091586794,2463791.0,106842.62792714658,103.18506922760082,44348238.0,12349624.910000002,5.01244825961293,28.235,17.0,,False,2018-02-01,0.3245
SOFSE,Mitre,MIT - Victoria-Capilla del Señor (d),Diésel,24982.612,49965.224,662.0,223.0,439.0,252.0,187.0,0.3806646525679758,0.5740318906605922,0.6631419939577039,7444.0,322.8100607111882,4.320525011556037,215876.0,20613.96,2.7692047286405157,56.908,10.0,,False,2018-02-01,0.3369
SOFSE,Mitre,MIT - Villa Ballester-Zárate (d),Diésel,28873.236,57746.472,408.0,9.0,399.0,294.0,105.0,0.7205882352941176,0.7368421052631579,0.9779411764705882,8805.0,381.8300086730269,4.421828575085938,255345.0,33004.67,3.7484009085746735,72.364,12.0,,False,2018-02-01,0.0221
SOFSE,Roca,ROC - Alejandro Korn-Chascomús (d),Diésel,17318.559999999998,51955.67999999999,224.0,0.0,224.0,219.0,5.0,0.9776785714285714,0.9776785714285714,1.0,12475.0,524.6005046257359,7.059189678587597,366765.0,,,77.315,7.0,,False,2018-02-01,0.0
SOFSE,Roca,ROC - Bosques-Gutiérrez (d),Diésel,4419.357999999994,13258.073999999982,1030.0,24.0,1006.0,992.0,14.0,0.9631067961165048,0.9860834990059643,0.9766990291262136,17148.0,721.1101766190076,5.044262085126398,66877.2,,,4.392999999999994,3.0,,False,2018-02-01,0.0233
SOFSE,Roca,ROC - Ezeiza-Cañuelas (d),Diésel,37739.217000000004,113217.65100000001,1216.0,25.0,1191.0,1154.0,37.0,0.9490131578947368,0.9689336691855583,0.9794407894736842,67211.0,2826.3666947014294,11.457332743990598,1297172.3,,,31.687000000000005,10.0,,False,2018-02-01,0.0206
SOFSE,Roca,ROC - Plaza Constitución-Bosques (Vía Quilmes) (e),Eléctrico,0.0,,,,,,,,,,31706.0,1333.305298570227,,554855.0,,,32.085,16.0,Los pasajeros se transportaron por BUS,True,2018-02-01,
SOFSE,Roca,ROC - Plaza Constitución-Ezeiza (e),Eléctrico,129257.46,904802.2200000001,4074.0,89.0,3985.0,3736.0,249.0,0.917034855179185,0.9375156838143036,0.978154148257241,3181643.7509709653,133794.94327043588,66.10826233190956,59814902.518254146,,,32.436,15.0,,False,2018-02-01,0.0218
SOFSE,Roca,ROC - Plaza Constitución-Glew-Korn (e),Eléctrico,179735.72,1258150.04,4652.0,100.0,4552.0,3998.0,554.0,0.8594153052450559,0.8782952548330404,0.9785038693035254,4603482.653296861,193586.31847337514,83.05770608236736,104499056.22983874,,,39.485,15.0,,False,2018-02-01,0.0215
SOFSE,Roca,ROC - Plaza Constitución-La Plata (e),Eléctrico,169876.902,1189138.314,3452.0,235.0,3217.0,2894.0,323.0,0.8383545770567786,0.8995958967982592,0.9319235225955967,1867719.5806206353,78541.61398741107,37.38145974730667,44451726.01877112,,,52.806,19.0,,False,2018-02-01,0.0681
SOFSE,Roca,ROC - Plaza Constitución-Temperley-Bosques (vía Temperley) (e),Eléctrico,116110.92700000001,812776.4890000001,3586.0,123.0,3463.0,3101.0,362.0,0.8647518126045733,0.8954663586485706,0.9656999442275516,2140954.015111539,90031.7079525458,63.218974783456034,51382896.36267693,,,33.529,16.0,,False,2018-02-01,0.0343
SOFSE,Roca,ROC - Temperley-Haedo (d),Diésel,14251.712,42755.136,560.0,16.0,544.0,520.0,24.0,0.9285714285714286,0.9558823529411765,0.9714285714285714,3286.0,138.18334735071488,1.1682152057708342,49947.2,,,26.198,11.0,,False,2018-02-01,0.0286
SOFSE,San Martín,SM - Retiro-Pilar-Dr. Cabred (d),Diésel,211735.0,1460971.5,4250.0,255.0,3995.0,3169.0,826.0,0.7456470588235294,0.793241551939925,0.94,2085720.0,87930.86003372681,32.83538385245708,47971560.0,9224190.340000004,4.422544895767411,72.3,22.0,Aumento de Tarifas 01/02/2018 (Resolución Nº 77-E/2018 del Ministerio de Transporte (30/01/2018)),False,2018-02-01,0.06
SOFSE,Sarmiento,SAR - Merlo-Lobos (d),Diésel,37969.0,113907.0,960.0,77.0,883.0,693.0,190.0,0.721875,0.7848244620611552,0.9197916666666667,0.0,0.0,0.0,0.0,,,71.50515999999999,12.0,,False,2018-02-01,0.0802
SOFSE,Sarmiento,SAR - Moreno-Mercedes (d),Diésel,40020.0,120060.0,984.0,114.0,870.0,639.0,231.0,0.649390243902439,0.7344827586206897,0.8841463414634146,0.0,0.0,0.0,0.0,,,61.761750000000006,14.0,,False,2018-02-01,0.1159
SOFSE,Sarmiento,SAR - Once-Moreno (e),Eléctrico,209124.88559999998,1882123.9703999998,6116.0,368.0,5748.0,5190.0,558.0,0.8485938521909745,0.9029227557411273,0.9398299542184434,5161230.0,221322.04116638078,49.36026609355382,92902140.0,22691283.700000003,4.396487600823836,36.3822,16.0,,False,2018-02-01,0.0602
SOFSE,Tren de la Costa,TDC - Maipú-Delta (e),Eléctrico,26025.300000000003,52050.600000000006,1724.0,23.0,1701.0,1639.0,62.0,0.9506960556844548,0.9635508524397414,0.9866589327146171,88471.0,,16.99711434642444,884710.0,,,15.3,11.0,,False,2018-02-01,0.0133
Metrovias S.A.,Urquiza,URQ - Federico Lacroze-Gral. Lemos (e),Eléctrico,102939.093,617634.558,4036.0,27.0,4009.0,3691.0,318.0,0.9145193260654113,0.9206784734347717,0.9933102081268583,2035611.0,90071.2831858407,59.38410202045398,36677673.60363,7142125.95,3.508590762183934,25.677,23.0,,False,2018-02-01,0.0067
Ferrovías S.A.C.,Belgrano Norte,BN - Retiro-Villa Rosa (d),Diésel,202310.9,1304905.305,4737.0,189.0,4548.0,3031.0,1517.0,0.6398564492294702,0.6664467897977133,0.9601013299556681,2741351.0,110094.41767068273,46.427780520058505,60583857.1,8211178.46,2.9953035784180866,51.944,22.0,,False,2018-03-01,0.0399
SOFSE,Belgrano Sur,BS - Buenos Aires-González Catán (d),Diésel,97970.77,587824.62,3334.0,125.0,3209.0,3004.0,205.0,0.9010197960407919,0.9361171704580866,0.9625074985002999,1207023.0,44490.342793955024,36.34469597411554,21364307.099999998,3179927.232045032,2.6345208268981057,30.53,14.0,,False,2018-03-01,0.0375
SOFSE,Belgrano Sur,BS - Buenos Aires-Marinos del Crucero Gral. Belgrano (d),Diésel,58846.266,294231.33,1743.0,141.0,1602.0,1361.0,241.0,0.780837636259323,0.8495630461922596,0.919104991394148,179905.0,6631.220051603391,9.783050635702187,2878480.0,488949.0979549732,2.717818281620706,36.733000000000004,17.0,,False,2018-03-01,0.0809
SOFSE,Belgrano Sur,BS - Kilómetro 12-Libertad (d),Diésel,9440.256000000003,28320.76800000001,,,439.0,,439.0,,,,2453.0,90.41651308514558,0.519689296561449,14718.0,5476.6761008398125,2.2326441503627446,21.504000000000005,10.0,Servicios Especiales a partir del 19/03/2018,True,2018-03-01,
SOFSE,Mitre,MIT - Retiro-Bartolomé Mitre (e),Eléctrico,42260.31,253561.86,2694.0,199.0,2495.0,1293.0,1202.0,0.4799554565701559,0.5182364729458918,0.9261321455085375,211780.0,8327.959103421155,11.693083494497163,2964920.0,1196375.6300000001,5.649143592407215,16.938,11.0,,False,2018-03-01,0.0739
SOFSE,Mitre,MIT - Retiro-José León Suárez (e),Eléctrico,104258.967,625553.802,4868.0,239.0,4629.0,2585.0,2044.0,0.5310188989317995,0.5584359472888313,0.9509038619556286,2339903.0,92013.48800629178,59.848486061955064,37438448.0,10965521.140000002,4.686314407050208,22.523,15.0,,False,2018-03-01,0.0491
SOFSE,Mitre,MIT - Retiro-Tigre (e),Eléctrico,95010.775,570064.6499999999,4520.0,1155.0,3365.0,2891.0,474.0,0.6396017699115044,0.8591381872213967,0.7444690265486725,2971964.0,116868.4231222965,93.84085120871818,53495352.0,14899459.249999998,5.013337728855396,28.235,17.0,,False,2018-03-01,0.2555
SOFSE,Mitre,MIT - Victoria-Capilla del Señor (d),Diésel,36136.58,72273.16,734.0,99.0,635.0,328.0,307.0,0.44686648501362397,0.5165354330708661,0.8651226158038147,14510.0,570.5859221392056,5.8222167122622,420790.0,43871.899999999994,3.023563059958649,56.908,10.0,,False,2018-03-01,0.1349
SOFSE,Mitre,MIT - Villa Ballester-Zárate (d),Diésel,31478.34,62956.68,452.0,17.0,435.0,244.0,191.0,0.5398230088495575,0.5609195402298851,0.9623893805309734,8786.0,345.49744396382226,4.047132091463527,254794.0,31061.379999999997,3.5353266560437056,72.364,12.0,,False,2018-03-01,0.0376
SOFSE,Roca,ROC - Alejandro Korn-Chascomús (d),Diésel,19096.805,57290.415,247.0,0.0,247.0,238.0,9.0,0.9635627530364372,0.9635627530364372,1.0,5752.0,218.95698515416825,2.951781724744008,169108.8,,,21.504000000000005,10.0,,False,2018-03-01,0.0
SOFSE,Roca,ROC - Bosques-Gutiérrez (d),Diésel,4898.194999999992,14694.584999999977,1142.0,27.0,1115.0,1102.0,13.0,0.9649737302977233,0.9883408071748879,0.9763572679509632,21955.0,835.7441948991245,5.82694237367031,85624.5,,,21.504000000000005,10.0,,False,2018-03-01,0.0236
SOFSE,Roca,ROC - Ezeiza-Cañuelas-Monte-Lobos (d),Diésel,44880.0,134640.0,1375.0,15.0,1360.0,1316.0,44.0,0.9570909090909091,0.9676470588235294,0.9890909090909091,79941.0,3043.0529120669967,12.974453519148707,1746880.4218181819,,,21.504000000000005,10.0,Extensión del ramal Ezeiza-Cañuelas agregando las estación Abbott y Monte mas allá de Cañuelas. Estaciones en servicio desde Marzo/Septiembre de 2018,False,2018-03-01,0.0109
SOFSE,Roca,ROC - Plaza Constitución-Bosques (Vía Quilmes) (e),Eléctrico,0.0,,,,,,,,,,36494.0,1389.1891891891892,,638645.0,,,21.504000000000005,10.0,Los pasajeros se transportaron por BUS,True,2018-03-01,
SOFSE,Roca,ROC - Plaza Constitución-Ezeiza (e),Eléctrico,145313.28,1017192.96,4593.0,113.0,4480.0,4246.0,234.0,0.9244502503810146,0.9477678571428572,0.9753973437840192,3945839.451837868,150203.25282976276,72.92793463154908,74181781.69455191,,,21.504000000000005,10.0,,False,2018-03-01,0.0246
SOFSE,Roca,ROC - Plaza Constitución-Glew-Korn (e),Eléctrico,200899.68,1406297.76,5240.0,152.0,5088.0,4503.0,585.0,0.8593511450381679,0.8850235849056604,0.9709923664122138,5708234.731813415,217291.00615962752,92.14046420166702,129576928.41216451,,,21.504000000000005,10.0,,False,2018-03-01,0.029
SOFSE,Roca,ROC - Plaza Constitución-La Plata (e),Eléctrico,200029.128,1400203.896,3881.0,93.0,3788.0,3456.0,332.0,0.8904921412007215,0.9123548046462513,0.9760371038392167,2729739.0421173563,103910.8885465305,46.39880619386099,64967789.202393085,,,21.504000000000005,10.0,,False,2018-03-01,0.024
SOFSE,Roca,ROC - Plaza Constitución-Temperley-Bosques (vía Temperley) (e),Eléctrico,131567.796,920974.572,4082.0,158.0,3924.0,3638.0,286.0,0.8912297893189612,0.9271151885830785,0.9612934835864773,2618720.7742313603,99684.84104420862,68.24216486788372,62849298.58155265,,,21.504000000000005,10.0,,False,2018-03-01,0.0387
SOFSE,Roca,ROC - Temperley-Haedo (d),Diésel,16137.968,48413.904,620.0,4.0,616.0,583.0,33.0,0.9403225806451613,0.9464285714285714,0.9935483870967742,3400.0,129.42519984773506,1.067461942337887,51680.0,,,21.504000000000005,10.0,,False,2018-03-01,0.0065
SOFSE,San Martín,SM - Retiro-Pilar-Dr. Cabred (d),Diésel,192337.0,1327125.3,5686.0,2057.0,3629.0,1680.0,1949.0,0.2954625395708758,0.4629374483328741,0.6382342595849455,3302804.0,126061.22137404581,57.239879309059965,75964492.0,15132558.230000006,4.581730623433908,72.3,22.0,,False,2018-03-01,0.3618
SOFSE,Sarmiento,SAR - Merlo-Lobos (d),Diésel,44978.0,134934.0,1068.0,22.0,1046.0,801.0,245.0,0.75,0.765774378585086,0.9794007490636704,12797.0,497.9377431906615,2.750329790860717,371113.0,45197.65,3.5318941939517075,71.50515999999999,12.0,,False,2018-03-01,0.0206
SOFSE,Sarmiento,SAR - Moreno-Mercedes (d),Diésel,47150.0,141450.0,1092.0,67.0,1025.0,798.0,227.0,0.7307692307692307,0.7785365853658537,0.9386446886446886,6032.0,234.7081712062257,1.2366772711205374,174928.0,25280.38,4.1910444297082226,61.761750000000006,14.0,,False,2018-03-01,0.0614
SOFSE,Sarmiento,SAR - Once-Moreno (e),Eléctrico,241723.3368,2175510.0312,6833.0,189.0,6644.0,6114.0,530.0,0.8947753548953608,0.9202287778446718,0.9723401141519098,6915038.0,269067.626459144,57.21448405886808,124470684.0,29968631.99,4.333834751161165,36.3822,16.0,,False,2018-03-01,0.0277
SOFSE,Tren de la Costa,TDC - Maipú-Delta (e),Eléctrico,28733.4,57466.8,1908.0,30.0,1878.0,1768.0,110.0,0.9266247379454927,0.9414270500532481,0.9842767295597484,92481.0,,16.09294409989768,924810.0,,,15.3,11.0,,False,2018-03-01,0.0157
Metrovias S.A.,Urquiza,URQ - Federico Lacroze-Gral. Lemos (e),Eléctrico,121991.427,731948.5619999999,4800.0,49.0,4751.0,4300.0,451.0,0.8958333333333334,0.9050726162913071,0.9897916666666666,2401209.0,96434.09638554216,58.49129867396337,42812621.95391999,8336764.8,3.471903028849217,25.677,23.0,,False,2018-03-01,0.0102
Ferrovías S.A.C.,Belgrano Norte,BN - Retiro-Villa Rosa (d),Diésel,193092.7,1381529.2,4572.0,413.0,4159.0,2536.0,1623.0,0.5546806649168854,0.6097619620100986,0.9096675415573053,2670222.0,111724.76987447697,42.79222985659659,59118715.08,8718480.46,3.2650770085783134,51.944,22.0,,False,2018-04-01,0.0903
SOFSE,Belgrano Sur,BS - Buenos Aires-González Catán (d),Diésel,94734.59,568407.54,3183.0,80.0,3103.0,2939.0,164.0,0.9233427584040214,0.9471479213664196,0.974866478165253,1200764.0,45953.46345197091,37.39134565315583,21253522.8,1975.3,1.185654261704682,21.504000000000005,10.0,,False,2018-04-01,0.0251
SOFSE,Belgrano Sur,BS - Buenos Aires-Marinos del Crucero Gral. Belgrano (d),Diésel,59360.528000000006,296802.64,1678.0,62.0,1616.0,1401.0,215.0,0.83492252681764,0.8669554455445545,0.9630512514898689,190285.0,7282.242632988901,10.257860240057163,3044560.0,477.2,0.4030405405405405,21.504000000000005,10.0,,False,2018-04-01,0.0369
SOFSE,Belgrano Sur,BS - Kilómetro 12-Libertad (d),Diésel,23009.280000000006,69027.84000000003,,,1070.0,,1070.0,,,,2337.0,89.43742824339839,0.20313543057409872,14022.0,4176.280292178762,1.7870262268629702,21.504000000000005,10.0,,True,2018-04-01,
